lead_source,industry,employment_status,location,annual_income,number_of_courses_viewed,interaction_count,lead_score,converted
social_media,technology,employed,asia,68970,0,3,0.36,0
paid_ads,healthcare,employed,south_america,64647,1,3,0.37,1
events,manufacturing,employed,south_america,53460,2,3,0.4,1
social_media,healthcare,employed,north_america,76168,1,5,0.49,1
,healthcare,employed,north_america,80126,4,8,0.91,1
organic_search,retail,self_employed,europe,42529,1,6,0.53,1
social_media,,employed,north_america,69263,4,4,0.43,1
paid_ads,retail,self_employed,africa,31024,3,6,0.64,1
social_media,,student,europe,,2,2,0.33,0
organic_search,finance,self_employed,south_america,83235,2,5,0.49,1
paid_ads,healthcare,employed,europe,56469,2,6,0.62,1
paid_ads,retail,student,north_america,12000,3,6,0.46,0
referral,technology,student,europe,55970,2,4,0.44,0
paid_ads,retail,employed,south_america,43170,2,5,0.42,0
referral,education,employed,north_america,50641,3,6,0.74,1
social_media,education,employed,north_america,50115,2,3,0.44,1
social_media,retail,employed,,47215,3,5,0.59,1
paid_ads,,student,south_america,25952,1,1,0.21,0
social_media,retail,employed,europe,32400,2,3,0.31,1
referral,finance,unemployed,north_america,61806,0,4,0.39,1
paid_ads,technology,employed,south_america,74992,2,4,0.47,1
,education,self_employed,north_america,40803,3,5,0.39,0
social_media,finance,student,north_america,,1,6,0.56,1
paid_ads,technology,employed,north_america,103696,2,4,0.57,1
referral,technology,student,europe,,3,5,0.61,1
referral,,employed,asia,41161,3,10,0.88,0
events,healthcare,employed,africa,70517,1,1,,0
social_media,education,student,europe,,3,6,0.56,1
referral,technology,,south_america,72801,4,6,0.71,1
social_media,healthcare,employed,asia,54271,3,9,0.72,1
events,finance,self_employed,europe,79273,3,5,0.48,1
organic_search,manufacturing,employed,africa,39460,1,1,0.3,1
social_media,technology,self_employed,asia,85362,2,4,0.46,1
organic_search,technology,employed,north_america,75517,2,5,0.67,0
paid_ads,retail,unemployed,north_america,,0,2,0.23,0
organic_search,retail,student,south_america,,1,5,0.49,1
organic_search,retail,,asia,50608,1,2,0.31,0
referral,finance,employed,asia,74222,3,4,0.63,1
paid_ads,finance,,africa,38031,2,2,0.37,0
paid_ads,manufacturing,unemployed,north_america,39182,1,2,0.28,0
referral,retail,unemployed,europe,12399,1,6,0.6,0
paid_ads,finance,unemployed,south_america,45520,1,5,0.41,0
organic_search,retail,employed,north_america,57494,3,5,0.61,1
events,,student,north_america,43532,0,0,0.1,0
social_media,finance,employed,africa,69153,3,6,0.62,1
paid_ads,finance,self_employed,north_america,57474,1,6,0.48,1
referral,education,student,north_america,12000,3,7,0.63,0
referral,technology,employed,asia,74182,2,5,0.46,1
events,healthcare,employed,europe,57193,3,7,0.71,1
referral,finance,unemployed,south_america,38242,3,5,0.57,1
events,healthcare,self_employed,africa,50456,3,4,0.45,1
organic_search,healthcare,employed,south_america,60111,5,9,0.84,1
events,technology,unemployed,asia,60247,1,0,0.13,0
events,technology,employed,north_america,88334,2,3,0.47,1
paid_ads,technology,student,europe,,2,3,0.39,0
paid_ads,technology,self_employed,europe,88485,3,5,0.55,0
events,education,employed,south_america,36314,1,4,0.37,1
organic_search,technology,employed,asia,95264,3,7,0.83,1
organic_search,finance,unemployed,north_america,,1,3,0.46,1
organic_search,technology,,north_america,82088,0,1,0.27,0
referral,education,student,south_america,12000,2,7,0.64,1
paid_ads,healthcare,employed,asia,53276,3,6,0.48,1
referral,technology,employed,africa,71505,2,9,0.86,1
referral,manufacturing,employed,europe,58667,4,8,0.93,1
referral,technology,self_employed,asia,81343,3,4,0.65,1
events,education,self_employed,south_america,39666,1,0,0.14,0
,healthcare,student,north_america,,2,5,0.43,0
paid_ads,education,unemployed,asia,,1,2,0.24,0
events,education,employed,north_america,20417,3,6,0.5,1
paid_ads,retail,unemployed,europe,41925,2,1,0.23,0
,healthcare,employed,south_america,48343,1,1,0.28,0
social_media,technology,unemployed,north_america,45142,2,1,0.37,1
paid_ads,retail,,africa,12000,1,3,0.25,0
referral,education,employed,africa,28244,0,4,0.4,0
organic_search,finance,self_employed,asia,83746,3,4,0.57,1
events,healthcare,employed,europe,53405,3,4,0.52,1
organic_search,retail,employed,europe,20717,2,4,0.46,0
events,technology,unemployed,africa,33982,2,6,0.58,1
organic_search,technology,self_employed,europe,91096,3,5,0.65,1
paid_ads,manufacturing,employed,,71278,3,5,0.54,1
paid_ads,technology,self_employed,africa,64859,1,2,0.24,0
referral,healthcare,student,north_america,34073,3,9,0.85,0
social_media,technology,employed,europe,81156,2,6,0.6,0
paid_ads,technology,self_employed,asia,69788,1,1,0.21,0
organic_search,,student,asia,12000,3,6,0.6,1
organic_search,healthcare,employed,north_america,49081,2,5,0.55,1
organic_search,manufacturing,unemployed,north_america,34227,1,2,0.27,0
paid_ads,technology,student,europe,38757,0,0,0.15,0
referral,education,employed,europe,47432,2,5,0.6,1
social_media,education,employed,,30573,0,4,0.39,0
social_media,finance,self_employed,north_america,73104,4,6,0.63,1
organic_search,retail,unemployed,north_america,,1,3,0.4,0
referral,finance,employed,south_america,62662,3,5,0.49,1
referral,manufacturing,employed,asia,59293,5,10,0.92,1
,healthcare,self_employed,africa,49649,3,3,0.43,1
organic_search,healthcare,employed,asia,55591,2,8,0.7,1
referral,technology,employed,north_america,100953,2,7,0.7,1
organic_search,healthcare,employed,south_america,63582,2,7,0.74,1
events,technology,employed,north_america,83738,2,4,0.53,1
paid_ads,finance,unemployed,asia,26988,1,5,0.41,0
events,retail,employed,asia,41239,2,4,0.39,0
referral,manufacturing,unemployed,south_america,21438,4,9,0.78,1
events,retail,employed,europe,48230,2,3,0.43,1
organic_search,technology,employed,europe,84296,2,1,0.38,0
paid_ads,finance,employed,north_america,63805,0,2,0.3,0
organic_search,retail,employed,asia,46448,4,11,0.99,1
social_media,technology,self_employed,europe,82806,4,8,0.71,1
referral,technology,employed,,71158,4,8,0.78,1
social_media,technology,student,europe,43177,2,3,0.31,0
organic_search,retail,unemployed,north_america,16750,1,6,0.48,1
paid_ads,manufacturing,employed,africa,45772,1,2,0.35,1
social_media,healthcare,student,north_america,,1,0,0.16,0
organic_search,technology,employed,south_america,68401,2,5,0.57,0
events,healthcare,student,europe,,2,6,0.5,0
referral,technology,employed,south_america,70813,2,4,0.58,0
events,healthcare,employed,north_america,80654,1,4,0.42,1
events,retail,employed,asia,43640,1,4,0.46,0
social_media,finance,student,south_america,46334,2,7,0.56,1
paid_ads,retail,employed,asia,45428,1,6,0.58,1
social_media,technology,employed,asia,81995,2,4,0.49,1
social_media,finance,employed,asia,72796,3,5,0.49,1
referral,finance,student,europe,,0,0,0.15,0
paid_ads,finance,employed,europe,81180,2,3,0.36,0
paid_ads,retail,self_employed,north_america,49074,2,4,0.46,1
referral,retail,employed,south_america,44145,2,4,0.48,1
organic_search,retail,employed,asia,37290,3,7,0.74,1
events,finance,employed,north_america,86236,1,5,0.54,1
organic_search,retail,employed,europe,41303,4,7,0.71,1
organic_search,technology,student,europe,,2,4,0.42,0
paid_ads,technology,,south_america,75499,3,5,0.57,1
organic_search,retail,employed,north_america,54387,3,5,0.52,1
events,finance,employed,asia,79515,1,6,0.53,1
organic_search,retail,unemployed,asia,12000,2,1,0.26,1
organic_search,retail,employed,asia,39982,3,5,0.57,1
social_media,finance,unemployed,asia,56718,0,0,0.08,0
events,healthcare,employed,africa,52420,2,5,,0
organic_search,technology,employed,africa,86523,2,5,0.55,1
referral,finance,student,europe,45099,2,5,0.52,1
social_media,healthcare,student,europe,19637,2,4,0.49,0
referral,finance,employed,north_america,80783,2,5,0.66,1
events,technology,employed,europe,86306,3,7,0.53,1
referral,manufacturing,employed,south_america,55051,2,5,0.56,1
paid_ads,education,employed,north_america,63357,4,7,0.73,1
organic_search,retail,employed,asia,44020,1,1,0.41,0
organic_search,education,employed,north_america,49309,4,8,0.76,1
paid_ads,education,student,south_america,12000,2,6,0.52,0
social_media,retail,self_employed,asia,43270,2,7,0.59,1
organic_search,education,unemployed,north_america,29514,2,5,0.49,1
social_media,finance,self_employed,africa,77121,2,5,0.63,1
paid_ads,healthcare,self_employed,asia,69648,2,1,0.3,0
paid_ads,manufacturing,student,south_america,12000,1,2,0.14,0
organic_search,technology,employed,south_america,63250,4,7,0.67,0
paid_ads,finance,employed,asia,75855,3,3,0.36,0
social_media,technology,employed,asia,70690,2,4,0.53,0
events,technology,employed,asia,81498,2,4,0.45,1
organic_search,retail,student,asia,12000,0,0,0.07,0
organic_search,finance,employed,south_america,64389,2,6,0.55,1
events,finance,student,africa,29191,3,4,0.47,0
social_media,,employed,north_america,56626,2,5,0.6,1
referral,finance,employed,asia,79597,2,5,0.62,1
referral,finance,employed,north_america,89017,1,1,0.28,1
social_media,retail,employed,north_america,51383,3,7,0.64,1
referral,finance,employed,north_america,83441,2,5,0.59,1
referral,education,employed,asia,34876,3,9,0.8,1
events,education,self_employed,africa,30750,1,4,0.33,0
organic_search,,employed,asia,27030,3,7,0.66,1
organic_search,technology,employed,north_america,84918,1,4,0.48,0
events,finance,self_employed,south_america,54823,2,3,0.42,0
social_media,,employed,north_america,103863,2,2,0.42,1
paid_ads,retail,unemployed,north_america,15584,0,1,0.25,0
referral,technology,unemployed,north_america,54880,3,7,0.69,1
events,manufacturing,student,asia,,0,0,0.07,1
events,healthcare,unemployed,europe,23998,0,0,0.06,0
paid_ads,manufacturing,employed,asia,45610,1,2,0.34,0
social_media,finance,student,europe,60345,3,8,0.74,0
events,healthcare,employed,europe,74739,2,3,0.39,1
events,healthcare,student,africa,,2,4,0.33,0
events,technology,student,asia,57447,2,6,0.54,1
organic_search,finance,self_employed,asia,58152,3,10,0.94,1
referral,finance,employed,south_america,81817,3,5,0.61,0
events,finance,employed,africa,74510,2,6,0.61,0
social_media,retail,employed,,31334,4,8,0.73,1
,technology,employed,south_america,65809,3,8,0.77,1
organic_search,finance,employed,africa,54830,1,4,0.51,1
referral,retail,employed,europe,34668,3,6,0.66,1
paid_ads,education,unemployed,africa,16481,1,0,0.02,0
referral,manufacturing,student,europe,,2,5,0.56,1
referral,technology,employed,asia,81398,3,10,0.96,1
paid_ads,retail,employed,europe,48481,2,6,0.63,1
paid_ads,technology,student,south_america,53613,3,4,0.51,0
paid_ads,finance,self_employed,south_america,59412,2,3,0.42,1
social_media,healthcare,student,north_america,,3,4,0.51,1
paid_ads,technology,employed,europe,83709,4,7,0.67,1
organic_search,healthcare,self_employed,north_america,57122,3,6,0.59,1
,finance,employed,europe,100833,2,3,0.43,0
referral,technology,student,europe,,2,6,0.63,1
paid_ads,technology,employed,,89571,1,1,0.18,0
paid_ads,manufacturing,employed,europe,58871,0,2,0.35,0
events,education,employed,asia,45356,3,5,0.5,0
paid_ads,manufacturing,employed,south_america,47318,1,2,0.25,1
social_media,education,unemployed,europe,23715,3,6,0.54,0
paid_ads,retail,student,europe,16628,2,5,0.41,0
organic_search,healthcare,employed,south_america,50029,3,6,0.71,1
social_media,finance,employed,europe,86259,2,3,0.44,1
paid_ads,healthcare,self_employed,north_america,66758,0,3,0.31,1
organic_search,technology,employed,north_america,94028,5,9,0.91,1
referral,technology,employed,europe,83959,2,7,0.75,1
paid_ads,,employed,south_america,66175,3,5,0.53,1
social_media,retail,unemployed,north_america,30282,3,9,0.72,1
events,retail,student,north_america,12000,1,4,0.34,0
referral,finance,self_employed,south_america,62920,2,4,0.52,0
organic_search,retail,unemployed,europe,18269,0,1,0.13,0
social_media,technology,unemployed,asia,50189,0,1,0.22,0
referral,education,employed,south_america,42694,3,4,0.59,1
events,finance,unemployed,north_america,,1,6,0.48,0
referral,retail,employed,europe,31965,3,6,0.69,1
referral,healthcare,employed,africa,50389,2,6,0.64,1
organic_search,education,employed,north_america,44657,3,4,0.51,0
social_media,retail,employed,north_america,58993,2,2,0.36,0
referral,education,self_employed,,56299,3,5,0.7,1
events,technology,employed,asia,85051,1,3,0.56,0
paid_ads,technology,self_employed,europe,82666,0,0,0.06,0
paid_ads,finance,employed,north_america,80755,1,2,0.39,0
organic_search,technology,employed,asia,70478,4,6,0.72,1
paid_ads,technology,employed,europe,80328,2,4,0.4,1
referral,finance,employed,europe,76901,3,11,0.89,1
organic_search,finance,,europe,67697,3,11,0.89,1
social_media,technology,student,europe,59109,0,4,0.39,0
paid_ads,retail,unemployed,north_america,20688,1,4,0.37,1
paid_ads,finance,employed,europe,79599,2,3,0.23,1
referral,retail,student,europe,12000,2,4,0.37,0
paid_ads,retail,student,europe,28901,3,3,0.39,0
social_media,retail,employed,asia,41150,2,9,0.72,1
social_media,retail,student,north_america,,4,10,0.73,1
events,retail,student,south_america,19385,0,1,0.25,1
social_media,education,unemployed,south_america,20623,0,4,0.37,0
organic_search,technology,employed,asia,79818,4,8,0.85,1
referral,technology,employed,europe,88284,3,7,0.76,1
events,healthcare,unemployed,asia,,0,3,0.39,1
social_media,technology,employed,asia,82552,1,5,0.56,1
organic_search,retail,student,asia,,2,4,0.46,0
paid_ads,education,employed,south_america,27205,3,6,0.45,1
social_media,finance,self_employed,europe,74908,1,2,0.3,0
events,healthcare,employed,asia,61461,1,2,0.4,0
social_media,finance,employed,europe,71343,1,1,0.23,0
events,,self_employed,africa,71174,0,0,0.01,0
paid_ads,education,employed,europe,45471,3,5,0.36,1
organic_search,finance,employed,north_america,84442,2,4,0.46,1
social_media,education,employed,north_america,46813,3,8,0.78,1
paid_ads,retail,employed,europe,49435,2,3,0.37,1
organic_search,healthcare,employed,africa,58166,2,6,0.69,1
paid_ads,,employed,asia,69577,4,10,0.84,1
paid_ads,retail,unemployed,asia,16482,1,3,0.25,0
organic_search,finance,employed,europe,84934,3,10,0.91,1
organic_search,healthcare,unemployed,asia,29902,3,5,0.58,1
referral,education,self_employed,europe,37282,3,7,0.72,1
social_media,retail,unemployed,north_america,12000,2,3,0.43,1
organic_search,retail,employed,north_america,50340,2,8,0.83,1
social_media,manufacturing,student,africa,14655,3,8,0.65,1
social_media,education,employed,europe,45515,2,4,0.43,1
events,manufacturing,student,africa,13540,0,1,0.13,0
social_media,retail,unemployed,asia,20000,0,0,0.13,0
social_media,healthcare,self_employed,north_america,56470,1,4,0.43,1
referral,retail,employed,south_america,37805,3,10,0.99,0
referral,technology,employed,,67828,4,8,0.83,1
organic_search,technology,unemployed,europe,59115,2,6,0.62,1
events,healthcare,unemployed,,24455,0,0,0.1,0
organic_search,education,student,north_america,,2,6,0.59,1
paid_ads,healthcare,employed,africa,62681,4,8,0.67,1
paid_ads,manufacturing,student,africa,,2,4,0.38,1
paid_ads,healthcare,employed,north_america,71825,1,2,0.41,1
social_media,technology,student,europe,40747,1,4,0.48,1
organic_search,technology,employed,north_america,90984,3,7,0.74,1
paid_ads,retail,self_employed,asia,51541,2,5,0.47,1
referral,education,unemployed,europe,,2,7,0.67,0
organic_search,retail,self_employed,asia,41613,2,4,0.45,1
organic_search,,employed,north_america,52697,4,5,0.64,1
organic_search,retail,employed,asia,49168,2,4,0.47,1
events,technology,employed,south_america,76433,2,3,0.45,1
paid_ads,technology,employed,south_america,70649,1,2,0.24,0
paid_ads,technology,employed,north_america,87428,1,4,0.46,1
social_media,retail,self_employed,north_america,50936,3,9,0.78,1
organic_search,manufacturing,unemployed,europe,,2,5,0.49,1
organic_search,retail,self_employed,asia,46402,2,4,0.42,1
referral,retail,employed,asia,56982,5,9,0.97,1
paid_ads,education,unemployed,,31832,0,0,0.07,0
paid_ads,finance,,europe,58973,2,1,0.31,0
paid_ads,finance,student,south_america,,0,0,0.01,0
organic_search,retail,employed,asia,41189,1,3,0.4,1
social_media,technology,employed,south_america,85985,3,8,0.71,1
social_media,finance,employed,north_america,94641,3,6,0.6,1
organic_search,technology,employed,north_america,82002,3,6,0.65,0
organic_search,technology,student,europe,,1,1,0.22,0
events,retail,student,asia,12000,2,5,0.36,1
organic_search,education,employed,asia,55430,3,7,0.67,0
referral,technology,employed,south_america,76629,2,4,0.49,1
organic_search,finance,student,africa,39997,2,2,0.35,0
,healthcare,student,europe,,2,2,0.36,0
paid_ads,technology,self_employed,north_america,85189,1,4,0.43,0
organic_search,retail,employed,europe,44877,2,4,0.54,0
organic_search,technology,employed,europe,86545,3,8,0.78,1
events,finance,employed,asia,86594,1,3,0.38,0
events,manufacturing,employed,asia,57519,4,10,0.79,1
paid_ads,healthcare,unemployed,north_america,49465,0,2,0.28,1
organic_search,finance,employed,south_america,66161,5,11,0.99,1
referral,retail,employed,north_america,49205,2,4,0.55,0
paid_ads,retail,employed,asia,50548,2,5,0.48,0
social_media,education,student,asia,12000,3,4,0.41,0
social_media,manufacturing,unemployed,asia,21858,0,1,0.21,0
paid_ads,technology,employed,africa,80276,2,5,0.47,0
referral,healthcare,employed,africa,62532,5,9,0.85,1
organic_search,finance,employed,asia,87127,3,7,0.76,1
referral,finance,employed,north_america,71890,2,7,0.64,1
social_media,technology,employed,africa,73503,1,0,0.19,0
organic_search,,student,asia,,1,3,0.37,0
events,healthcare,unemployed,asia,27059,1,1,0.25,0
paid_ads,technology,employed,europe,75459,2,3,0.39,0
social_media,retail,self_employed,south_america,29167,1,0,0.2,1
paid_ads,finance,unemployed,north_america,72019,1,4,0.42,0
paid_ads,healthcare,employed,north_america,56085,1,4,0.42,1
social_media,manufacturing,unemployed,asia,36408,1,2,0.23,1
paid_ads,technology,employed,africa,78354,2,4,0.5,1
referral,retail,unemployed,north_america,,3,7,0.72,1
paid_ads,technology,unemployed,north_america,49308,1,4,0.34,1
organic_search,technology,student,,,2,9,0.8,1
,finance,self_employed,europe,85926,0,4,0.39,0
organic_search,retail,student,north_america,12000,3,6,0.55,1
events,education,self_employed,europe,34446,1,2,0.27,1
referral,manufacturing,self_employed,south_america,41136,3,8,0.71,0
paid_ads,manufacturing,student,europe,,0,0,0.17,0
organic_search,finance,employed,north_america,93869,2,6,0.68,1
paid_ads,,employed,asia,59194,1,3,0.32,0
organic_search,healthcare,employed,europe,58568,3,9,0.79,1
events,education,unemployed,asia,12000,2,5,0.45,0
organic_search,retail,employed,south_america,38495,1,4,0.29,0
social_media,technology,employed,asia,85483,2,4,0.52,1
,healthcare,employed,south_america,64729,0,2,0.35,1
events,healthcare,employed,europe,59258,2,5,0.46,1
social_media,manufacturing,employed,africa,45671,1,3,0.34,0
organic_search,education,student,north_america,20015,2,7,0.66,1
organic_search,manufacturing,employed,europe,48526,2,8,0.73,1
organic_search,finance,employed,north_america,81672,3,5,0.65,0
organic_search,,employed,north_america,75554,3,11,0.94,1
social_media,technology,employed,europe,76031,2,6,0.59,1
organic_search,healthcare,employed,south_america,56871,2,3,0.28,1
paid_ads,education,self_employed,north_america,45480,3,6,0.64,0
organic_search,retail,employed,north_america,49780,2,8,0.74,1
paid_ads,education,,europe,49530,2,6,0.52,1
paid_ads,finance,employed,north_america,73615,0,0,0.14,0
referral,technology,self_employed,africa,55004,3,5,0.6,0
,healthcare,employed,africa,57230,3,5,0.64,1
social_media,education,self_employed,europe,44532,1,2,0.34,1
organic_search,retail,employed,europe,39806,3,9,0.74,1
paid_ads,healthcare,unemployed,europe,30350,2,6,0.61,1
organic_search,technology,unemployed,europe,46643,3,7,0.65,1
social_media,retail,employed,south_america,41247,3,7,0.61,1
paid_ads,,employed,asia,41703,1,1,0.1,1
organic_search,education,self_employed,africa,23706,3,5,0.61,1
referral,healthcare,employed,asia,67740,3,8,0.86,1
social_media,technology,employed,north_america,84872,1,3,0.49,1
paid_ads,healthcare,employed,asia,60025,1,4,0.44,0
events,healthcare,self_employed,north_america,67668,1,3,,0
paid_ads,healthcare,student,north_america,,1,2,0.21,0
organic_search,healthcare,employed,asia,69039,2,6,0.59,0
organic_search,healthcare,employed,europe,53655,4,5,0.58,1
events,retail,unemployed,south_america,15405,1,5,0.47,1
paid_ads,manufacturing,,,69133,4,6,0.59,1
referral,healthcare,employed,north_america,84530,2,4,0.6,1
,finance,student,africa,,1,3,0.41,1
referral,,employed,asia,71026,3,5,0.61,1
events,healthcare,employed,asia,64650,2,3,0.44,1
social_media,education,self_employed,africa,17040,2,4,0.38,0
organic_search,education,employed,north_america,51141,3,6,0.76,1
paid_ads,education,self_employed,europe,60870,4,6,0.61,1
,retail,employed,north_america,44590,2,3,0.31,0
paid_ads,healthcare,student,asia,26657,0,0,0.02,0
paid_ads,finance,employed,north_america,74422,0,1,0.14,0
paid_ads,technology,employed,north_america,91845,2,5,0.58,1
social_media,education,employed,south_america,31682,3,8,0.73,0
,,employed,africa,64976,4,4,0.54,0
referral,healthcare,employed,north_america,65503,1,5,0.52,0
paid_ads,healthcare,employed,south_america,69781,3,8,0.71,0
organic_search,education,employed,asia,21426,4,8,0.69,1
referral,technology,self_employed,north_america,97207,2,3,0.54,1
paid_ads,healthcare,employed,europe,61066,2,2,0.36,1
social_media,education,unemployed,south_america,21968,1,3,0.31,0
organic_search,healthcare,self_employed,north_america,69027,2,7,0.7,1
organic_search,technology,self_employed,europe,77609,1,1,0.25,0
social_media,technology,student,south_america,48725,4,7,0.75,1
organic_search,technology,self_employed,europe,74767,3,6,0.71,1
referral,technology,employed,north_america,86906,3,4,0.67,1
organic_search,healthcare,employed,europe,68147,2,4,0.38,1
paid_ads,education,employed,north_america,54837,1,0,0.14,0
social_media,technology,employed,asia,91536,2,4,0.48,1
social_media,manufacturing,employed,asia,58892,3,5,0.68,1
organic_search,retail,unemployed,,12000,4,7,0.61,0
organic_search,education,student,asia,12000,3,5,0.54,0
paid_ads,technology,employed,africa,78584,0,0,0.2,0
,technology,student,asia,,1,2,0.38,1
organic_search,healthcare,student,north_america,,1,3,0.35,0
organic_search,finance,employed,north_america,70037,2,7,0.61,1
organic_search,,self_employed,north_america,64132,1,3,0.47,0
referral,manufacturing,employed,south_america,67076,3,7,0.62,1
events,retail,employed,,51641,1,2,0.3,0
,finance,unemployed,asia,44242,2,2,0.34,0
organic_search,retail,employed,asia,62541,4,6,0.72,1
events,education,employed,europe,50229,4,6,0.54,1
events,,employed,north_america,88365,2,6,0.54,1
paid_ads,healthcare,employed,africa,49630,1,3,0.34,0
organic_search,education,employed,south_america,32116,4,7,0.68,1
referral,manufacturing,student,asia,27878,2,4,0.37,1
organic_search,healthcare,unemployed,asia,30006,3,8,0.76,0
events,education,employed,europe,58331,2,5,0.53,0
referral,healthcare,employed,north_america,82549,5,10,0.91,1
paid_ads,healthcare,self_employed,,59499,2,6,0.42,0
,education,student,europe,12000,2,7,0.61,0
events,technology,employed,europe,79031,2,7,0.67,1
paid_ads,technology,employed,europe,68038,3,7,0.56,1
organic_search,retail,student,asia,12000,2,7,0.63,1
organic_search,technology,student,europe,50410,2,6,0.55,0
referral,finance,self_employed,,63376,2,4,0.56,1
social_media,retail,student,south_america,,3,3,0.36,1
social_media,technology,employed,europe,84594,3,7,0.72,1
paid_ads,healthcare,employed,asia,56626,0,1,0.18,0
organic_search,manufacturing,self_employed,europe,57807,3,4,0.48,0
paid_ads,manufacturing,employed,europe,68465,2,3,0.4,0
social_media,technology,unemployed,asia,41026,2,3,0.31,1
organic_search,technology,student,asia,41122,0,4,0.42,0
paid_ads,education,employed,europe,53540,3,5,0.39,0
referral,finance,employed,africa,68329,6,10,0.99,1
organic_search,finance,unemployed,africa,19627,1,1,0.3,0
paid_ads,retail,student,north_america,,0,0,0.15,0
events,technology,employed,north_america,77980,4,5,0.54,0
events,retail,student,asia,12000,2,3,0.33,0
referral,retail,self_employed,north_america,45954,1,5,0.58,0
referral,manufacturing,employed,asia,43011,4,9,0.9,1
referral,healthcare,unemployed,europe,,1,0,0.16,0
paid_ads,retail,,,17972,3,5,0.51,0
organic_search,education,self_employed,asia,30265,1,2,0.31,1
events,retail,self_employed,europe,46305,2,5,0.55,0
organic_search,education,student,north_america,,2,7,0.65,0
referral,retail,self_employed,europe,49443,5,13,0.99,1
events,technology,employed,europe,88104,0,2,0.34,1
social_media,healthcare,unemployed,south_america,28968,1,5,0.58,0
organic_search,healthcare,employed,asia,50106,4,7,0.73,1
organic_search,technology,self_employed,south_america,76968,1,2,0.35,0
events,technology,employed,europe,74443,3,7,0.77,0
social_media,healthcare,employed,asia,65607,2,5,0.56,1
paid_ads,healthcare,employed,asia,51943,1,3,0.28,0
social_media,education,employed,europe,56217,5,6,0.63,0
paid_ads,technology,employed,asia,92343,2,4,0.53,0
events,,employed,north_america,59089,1,1,,0
organic_search,retail,,africa,16560,4,11,0.92,1
paid_ads,healthcare,employed,north_america,72687,2,3,0.42,1
referral,technology,student,asia,48726,3,7,0.62,1
organic_search,education,employed,south_america,38999,1,5,0.49,0
social_media,technology,self_employed,europe,82254,0,1,0.28,1
paid_ads,education,unemployed,north_america,28578,2,3,0.33,0
social_media,manufacturing,self_employed,asia,38681,2,6,0.55,1
events,technology,unemployed,asia,46660,0,5,0.42,1
referral,education,employed,europe,55355,5,10,0.96,1
paid_ads,technology,unemployed,europe,54630,1,3,0.3,1
referral,manufacturing,employed,asia,56086,3,9,0.88,1
events,retail,employed,asia,53203,4,5,0.62,0
events,technology,unemployed,north_america,,1,3,0.27,0
social_media,technology,employed,asia,81946,2,6,0.67,0
social_media,,self_employed,asia,43354,3,4,0.47,0
paid_ads,retail,employed,asia,51835,3,8,0.72,1
organic_search,retail,self_employed,europe,33016,3,6,0.59,1
social_media,manufacturing,unemployed,europe,28111,1,1,0.26,0
referral,technology,employed,,78665,3,6,0.64,1
paid_ads,healthcare,employed,,60876,2,4,0.44,0
referral,retail,student,north_america,,2,3,0.42,0
,healthcare,student,south_america,31013,2,3,0.43,0
organic_search,retail,employed,asia,54879,2,0,0.19,0
social_media,technology,student,north_america,55134,0,4,0.36,0
,technology,unemployed,europe,66183,3,4,0.62,1
paid_ads,finance,self_employed,north_america,52860,2,3,0.4,1
events,education,self_employed,north_america,45667,2,2,0.28,0
paid_ads,technology,employed,africa,65553,0,0,0.01,0
social_media,technology,employed,europe,78796,2,5,0.6,1
social_media,finance,employed,north_america,67568,3,4,0.5,1
social_media,manufacturing,student,north_america,29008,4,8,0.75,1
social_media,healthcare,employed,asia,60200,4,8,0.73,1
paid_ads,,,europe,65513,3,8,0.69,1
paid_ads,finance,unemployed,asia,58213,1,2,0.27,1
organic_search,healthcare,employed,europe,64276,3,7,0.67,1
paid_ads,finance,employed,europe,77201,2,4,0.38,0
organic_search,technology,self_employed,asia,80559,1,1,0.26,0
organic_search,technology,unemployed,south_america,,3,6,0.59,1
paid_ads,retail,employed,asia,51984,2,4,0.47,1
social_media,technology,employed,north_america,100560,4,6,0.67,1
social_media,finance,employed,europe,80995,2,5,0.53,1
events,manufacturing,employed,europe,49669,2,4,0.39,1
referral,manufacturing,employed,,58724,0,2,0.32,1
events,healthcare,unemployed,north_america,37919,1,1,0.19,0
organic_search,finance,,asia,78446,3,7,0.79,1
events,finance,,,48483,0,4,0.34,0
organic_search,finance,employed,asia,71699,2,5,0.57,0
social_media,retail,employed,north_america,63251,2,6,0.63,0
referral,healthcare,student,south_america,23118,2,5,0.6,1
organic_search,technology,employed,europe,95345,4,8,0.83,1
events,finance,employed,asia,74682,2,1,0.33,0
,technology,employed,asia,70378,4,10,0.86,1
events,education,student,africa,12000,1,4,0.46,1
organic_search,technology,student,europe,53275,2,5,0.57,1
referral,healthcare,employed,north_america,59795,4,8,0.79,1
social_media,technology,unemployed,north_america,55524,1,4,0.4,0
social_media,retail,employed,north_america,43404,3,2,0.39,1
organic_search,healthcare,student,asia,41601,2,5,0.59,1
paid_ads,retail,unemployed,,12000,1,3,0.24,0
referral,manufacturing,employed,asia,60033,3,9,0.95,1
organic_search,retail,unemployed,asia,29247,2,4,0.43,0
social_media,finance,student,asia,,3,7,0.57,0
referral,manufacturing,student,north_america,15844,4,6,0.68,0
social_media,healthcare,employed,north_america,51385,2,5,0.48,0
social_media,technology,self_employed,north_america,78533,1,6,0.63,1
paid_ads,finance,,europe,73550,1,4,0.43,1
