"Status","Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price"
1,5,1,48,31,2,1,1,70,247,0,0,900,1039
1,1,5,48,27,1,1,3,35,85,0,0,650,650
1,0,2,12,59,2,1,3,45,42,4000,0,400,790
1,17,4,60,55,2,1,1,60,157,8000,0,1600,1600
1,4,2,60,36,2,2,1,75,236,3750,2000,1500,1615
1,15,1,60,41,2,1,1,74,137,0,0,1000,1450
1,28,2,36,51,2,1,3,60,152,10000,0,500,635
2,1,3,60,35,2,1,3,35,0,3000,0,1400,1411
1,3,5,60,33,1,1,1,35,167,10000,0,2000,2250
2,0,1,48,39,2,2,1,153,330,0,0,1000,1260
1,7,1,60,34,1,1,1,60,250,9200,0,1500,1594
2,1,5,36,22,1,1,1,35,80,8000,0,490,690
1,4,2,36,25,1,1,1,35,200,5000,0,900,1139
1,35,2,48,55,2,1,3,60,84,13000,0,1390,1390
1,19,2,60,33,2,1,1,75,200,10000,1620,1000,1671
1,6,2,60,28,2,1,1,60,187,5000,0,1500,2180
1,1,2,60,24,1,1,1,35,70,4000,0,1200,1505
1,12,2,60,38,2,1,1,75,120,5000,0,1100,1172
1,0,2,60,30,2,1,1,45,80,2000,200,1000,1331
2,15,1,24,47,2,2,3,79,41,7000,0,1200,2257
2,3,1,60,31,2,2,1,81,57,0,0,1400,1475
2,5,5,36,26,1,1,3,35,0,5000,3000,1200,2140
1,0,5,48,21,1,1,1,35,70,0,0,1250,1365
2,0,1,48,27,2,1,3,70,250,0,0,860,970
1,5,2,60,65,2,1,4,45,222,12000,0,600,1264
1,14,2,60,56,2,2,3,75,150,99999999,0,1000,1104
1,10,2,48,41,1,1,1,35,175,3000,0,750,1128
1,3,1,36,25,1,1,1,49,138,0,0,900,1717
1,4,5,36,27,2,1,1,45,72,0,0,350,1426
2,0,2,60,62,2,2,4,90,136,2650,0,600,790
2,10,2,60,42,2,1,3,90,40,5000,1600,2000,2550
1,2,5,60,25,1,1,3,45,130,8500,0,1100,1380
2,1,5,60,34,2,1,1,75,190,0,0,700,719
1,2,2,60,24,2,1,1,60,243,2500,1980,1250,1451
1,2,1,60,26,2,2,1,70,98,0,0,1100,1240
2,0,5,24,21,1,2,2,35,126,0,0,1150,1586
2,10,2,48,35,2,1,2,75,55,4000,0,1500,1786
2,1,2,60,49,2,1,2,105,88,2000,0,850,1149
2,1,2,60,35,1,1,2,35,181,4500,0,1600,1912
2,14,3,60,33,2,2,1,90,77,3400,0,1500,1813
2,4,5,36,27,4,2,1,35,110,0,0,300,550
1,17,2,60,35,2,1,1,60,125,4000,0,1080,1428
1,4,2,60,27,2,1,3,60,225,14500,1200,700,2273
1,2,1,36,35,1,1,1,42,74,0,0,950,1000
1,11,2,18,37,2,1,1,45,115,20000,0,600,1200
1,1,1,48,64,2,1,4,74,137,3500,0,600,927
1,14,2,36,34,3,1,1,45,202,6500,0,350,800
1,2,2,48,37,2,1,1,75,135,18000,0,1000,1062
1,5,2,48,43,2,1,3,45,145,5000,0,680,1350
2,6,1,36,49,2,1,4,65,54,0,0,450,615
1,11,2,12,51,2,1,3,45,80,6000,0,1000,1931
1,9,2,36,24,2,1,1,45,140,9000,0,1000,1100
1,1,5,60,22,1,1,1,35,90,0,0,1250,1590
2,0,5,36,30,1,1,4,45,32,0,0,650,750
1,1,2,24,33,2,1,1,45,130,3000,0,800,1465
1,17,2,24,50,2,1,3,60,285,22000,700,500,1321
1,0,5,36,19,1,1,2,35,75,0,0,1450,1473
1,5,2,36,26,2,2,3,45,150,7000,0,1500,2588
1,12,2,60,28,1,2,1,35,172,3000,2000,950,1184
2,1,1,36,23,2,1,3,75,300,0,0,400,700
1,3,5,60,26,1,2,1,35,73,0,0,650,1200
1,20,2,60,51,2,1,1,60,165,3500,0,500,625
2,3,2,36,38,2,1,3,90,300,3000,0,1200,1881
1,14,1,60,30,2,2,1,67,217,0,0,1800,1807
2,0,6,60,41,2,2,1,105,0,0,0,1000,2750
1,3,3,60,29,2,1,1,60,90,2000,0,1650,1800
1,4,5,36,28,2,1,1,45,100,0,0,1000,2343
1,0,2,48,38,2,1,1,75,217,3500,0,1400,1689
2,7,2,48,29,2,1,1,60,62,4000,0,984,984
1,4,1,6,28,2,1,1,66,60,0,0,200,1566
1,16,2,60,32,2,1,1,60,117,1100,80,1400,1833
2,2,1,48,22,1,1,1,42,73,0,0,940,1127
2,2,5,48,30,1,1,1,35,86,0,0,900,1127
2,11,2,48,30,2,1,1,75,67,3000,2040,1000,1093
1,30,2,36,53,2,1,1,75,165,5000,0,900,900
2,2,3,60,28,2,2,1,75,166,6000,0,1500,1599
2,5,6,48,22,1,1,1,35,82,0,0,480,1910
2,1,1,36,24,2,1,3,44,90,0,0,1050,1493
2,1,1,60,52,4,2,1,68,327,0,0,700,819
1,8,2,60,34,2,1,1,75,145,3000,1800,1500,1703
1,20,1,36,39,2,1,3,95,202,0,0,600,1461
1,4,2,60,30,2,1,2,45,150,4000,2800,1400,1763
1,5,1,36,46,2,1,1,82,223,0,0,450,650
1,3,5,36,52,2,2,1,60,325,0,0,400,1700
1,10,2,60,52,2,1,1,60,143,5500,0,1300,1661
1,10,1,60,36,2,1,1,85,100,0,0,850,1150
1,11,2,12,25,2,1,1,45,124,2500,1000,800,1602
1,22,1,48,46,2,1,1,86,110,0,0,1150,1528
2,0,6,48,45,2,1,3,75,120,0,0,900,964
1,25,2,60,53,2,1,1,60,107,4000,0,800,932
2,2,6,60,22,1,1,1,35,83,0,0,1400,1430
1,0,6,36,50,2,1,2,60,162,20000,0,1000,1615
2,0,2,48,52,2,2,4,90,245,3850,2432,1520,1670
1,12,3,60,47,2,1,1,60,243,8500,0,1850,1890
1,4,1,60,27,1,1,1,43,76,0,0,650,1070
1,12,2,18,35,2,1,1,60,400,6000,0,200,2225
1,0,5,48,21,1,1,2,35,106,5000,0,500,1131
1,22,2,36,44,2,1,1,75,120,7000,0,650,1852
2,3,5,60,32,1,1,1,35,122,0,0,2000,2050
1,1,1,36,34,5,1,1,43,80,0,0,700,700
1,14,3,60,36,2,1,1,60,120,4000,1500,1500,1540
1,10,1,48,36,2,1,1,80,200,0,0,978,1338
1,13,1,60,36,2,1,1,79,191,4000,700,1000,1209
1,1,1,60,24,2,1,1,52,67,0,0,800,1137
2,3,2,36,26,1,1,3,35,0,60000,3000,800,1000
1,5,1,12,35,2,2,3,96,210,0,0,300,700
1,4,2,60,42,1,1,1,35,110,2500,0,1090,1565
1,3,6,60,55,2,1,1,45,45,0,0,600,864
1,19,2,60,49,2,1,1,135,150,3500,0,1100,1477
2,4,5,60,38,4,1,1,35,100,0,0,1300,1500
1,9,2,60,32,2,1,1,75,345,6000,3300,700,994
1,7,2,60,36,2,1,1,60,122,3000,0,750,850
1,26,2,60,55,2,1,1,60,110,10000,0,1500,1527
2,2,1,60,30,2,2,3,54,90,2000,0,1500,1500
1,11,2,48,29,2,1,1,75,76,15000,0,300,1336
1,4,1,36,48,2,1,3,94,340,1000,0,525,525
2,2,2,60,29,2,2,1,60,185,6300,2300,2000,2675
1,5,2,60,42,2,1,1,75,101,3500,0,1090,1190
1,3,2,24,32,2,1,1,60,196,5000,300,800,1606
1,17,2,36,47,2,1,1,75,158,17000,0,1000,2159
1,9,5,60,33,2,1,1,45,221,3000,0,1600,2344
1,18,2,60,32,1,1,1,35,133,3500,150,1600,2200
1,18,2,60,42,2,1,3,90,0,5000,0,1300,2147
1,6,2,24,45,2,1,3,90,150,5000,0,250,450
1,12,2,12,40,2,1,1,75,390,8000,0,500,1732
1,2,2,36,28,2,1,2,60,146,2500,0,700,1258
1,1,5,48,29,1,1,3,45,478,9000,0,2100,2450
1,8,6,24,41,5,1,1,60,90,4000,0,500,1600
1,25,3,48,55,2,1,1,60,169,4000,0,1000,1459
2,25,2,60,61,2,2,3,45,100,39000,0,1060,1134
2,3,1,18,30,2,1,3,54,90,0,0,300,425
1,2,2,48,40,2,1,3,60,160,3000,800,1300,1521
1,3,1,48,36,2,2,1,82,222,0,0,1900,2100
1,18,2,60,42,2,1,1,75,111,2500,0,1150,1640
1,1,2,48,18,1,1,2,45,111,7000,0,1100,1299
1,4,2,36,23,2,1,1,75,168,4000,0,1100,1385
1,20,2,60,49,2,1,3,90,215,4500,0,1000,1228
1,14,2,60,28,2,1,3,75,94,5500,9500,1660,2419
1,0,5,36,26,1,1,1,35,63,0,0,600,994
2,8,1,60,25,2,2,1,73,280,0,0,600,1364
1,15,2,48,33,2,1,1,75,220,7000,0,1300,2400
1,3,2,60,30,2,1,1,45,126,3500,2400,1000,1120
1,20,2,36,44,2,1,1,60,120,3000,0,350,400
2,2,5,60,25,5,1,2,35,90,0,0,900,1111
1,17,2,24,55,2,1,3,75,191,14000,0,1000,2420
1,20,1,60,41,1,1,3,50,148,4000,0,835,1356
2,0,6,60,47,3,2,3,45,0,0,0,1500,1600
1,2,5,24,26,1,1,1,35,88,0,0,325,450
1,11,5,60,27,2,1,1,60,150,2500,0,1100,1129
2,12,2,60,34,2,1,1,60,115,4000,0,1650,1686
2,1,1,60,31,5,2,1,43,76,0,0,500,1300
1,2,2,60,37,2,1,1,60,145,3500,1100,1250,1763
2,17,3,60,48,2,2,3,60,69,7000,0,1400,1813
1,13,2,60,52,2,1,3,60,0,20000,0,1370,1714
1,3,5,36,22,1,1,1,35,60,19000,0,775,1050
2,4,5,48,25,1,1,1,35,73,0,0,700,814
1,38,2,48,56,3,1,1,35,112,3000,0,850,960
2,12,2,60,39,2,1,1,90,95,4000,250,1450,1686
1,15,5,48,40,1,1,1,35,150,0,0,1000,1399
1,20,2,60,51,2,1,1,60,250,2500,0,1250,1825
1,0,5,48,27,1,2,1,35,46,0,0,900,1216
1,2,3,60,25,2,1,1,45,60,3000,0,1150,1163
2,4,6,60,25,1,1,2,35,92,0,0,1400,1661
1,7,2,60,36,2,1,1,90,120,6000,1500,900,1175
1,4,2,12,32,2,1,1,45,231,13000,290,400,1198
2,2,1,60,32,2,1,1,93,175,0,0,1650,1688
1,2,5,48,23,1,1,2,35,160,3500,1200,1200,1426
1,1,5,60,22,1,1,1,35,109,0,0,1000,1466
2,0,5,48,25,2,1,1,60,247,0,0,1900,1900
2,0,6,60,34,1,1,1,35,140,3000,0,1550,1570
1,2,6,60,41,4,1,3,35,100,5000,0,1200,1450
1,8,5,48,28,1,1,1,35,115,500,0,360,363
1,1,1,36,37,2,1,3,90,0,0,0,850,998
1,3,1,36,34,1,1,1,41,63,30000,0,625,921
2,0,5,60,20,1,1,1,35,79,0,0,1570,1575
1,10,1,48,38,2,1,3,78,333,0,0,700,1386
1,4,2,48,49,1,2,1,35,183,8000,0,1200,1531
1,2,5,24,21,1,1,3,35,0,0,0,250,355
2,0,2,36,36,2,1,4,45,25,3500,0,1300,2246
1,20,3,60,39,2,1,1,90,159,2000,0,750,790
2,10,1,60,39,2,2,3,119,292,13000,2500,1500,2262
1,0,1,60,29,2,1,2,61,160,0,0,1000,1055
1,21,1,36,42,2,1,1,74,135,450,0,240,1275
2,3,1,60,48,4,2,1,47,120,0,0,1000,1077
1,2,2,36,27,3,1,1,35,135,8000,0,750,1296
2,3,2,36,43,2,1,3,45,0,3500,0,600,800
2,1,2,60,46,2,2,1,75,209,11000,0,1800,2015
1,19,1,18,39,1,1,1,45,100,0,0,450,997
2,3,1,24,22,1,1,3,50,148,0,0,700,950
2,25,5,60,64,2,2,1,45,130,0,0,2047,2946
1,2,1,60,28,1,1,1,45,101,0,0,1300,1333
1,3,5,36,21,1,1,2,35,49,0,0,750,850
1,5,1,30,58,2,1,1,80,200,15000,0,520,690
2,6,1,36,41,2,2,3,75,0,0,0,775,875
1,10,1,36,47,1,1,2,86,114,3500,0,400,872
1,17,1,24,49,2,1,3,80,53,0,0,600,1104
1,0,2,12,22,1,1,1,35,132,3500,0,300,509
2,0,2,60,62,2,1,4,45,42,4000,0,500,827
2,2,5,36,24,1,1,1,35,90,0,0,1000,1150
1,28,2,24,59,2,1,3,60,606,6000,0,1550,1760
1,0,1,48,36,2,1,1,74,141,0,0,1150,1485
1,5,2,60,36,2,1,1,75,141,4000,0,1300,1435
2,5,5,36,45,2,2,1,75,68,0,0,2375,2875
1,12,2,36,41,2,1,3,60,99999999,10000,0,1000,2100
1,4,2,24,30,2,2,1,45,165,3000,0,250,450
1,6,5,60,43,2,1,3,75,70,4000,0,1000,1548
1,0,1,24,23,1,1,1,42,70,0,0,125,125
1,9,2,48,41,4,1,1,35,60,8000,1000,1200,1538
1,9,1,36,31,2,2,3,84,241,10000,0,3800,5852
2,2,1,12,47,2,2,1,103,426,0,0,350,450
2,2,1,60,36,4,2,3,35,0,0,0,2000,2676
1,2,5,12,25,1,2,3,35,74,18000,0,600,1638
1,18,2,60,49,2,1,1,135,180,13500,0,900,994
1,16,2,36,57,2,1,1,60,154,4000,130,700,1090
2,10,2,60,26,2,1,1,60,63,5000,3000,1400,1432
1,11,2,60,37,2,1,1,90,289,7000,250,1200,1599
2,14,2,36,45,4,1,1,45,190,12000,0,2100,2758
1,4,1,60,24,2,1,1,75,147,0,0,1300,1700
2,1,2,60,42,2,2,1,105,198,3500,250,1000,1245
2,2,1,24,23,1,2,3,75,400,0,0,750,900
1,1,1,60,38,2,1,2,58,130,0,0,1450,1593
2,2,2,60,36,2,2,3,60,140,29000,0,3900,4812
1,13,5,60,27,2,1,1,60,100,0,0,950,1152
1,5,2,24,37,2,1,3,90,143,7000,0,700,900
2,1,1,36,25,2,1,1,54,87,0,0,500,646
1,6,1,60,23,2,1,1,62,171,0,0,1000,1209
1,20,2,36,47,2,1,1,75,203,4000,0,1050,1258
1,9,2,18,52,2,1,1,60,154,5500,0,500,1531
1,15,2,12,55,2,1,1,45,130,7000,0,200,1240
1,0,5,48,28,1,1,1,35,90,3500,0,1000,1210
1,5,5,60,24,1,1,1,35,92,0,0,1030,1068
1,15,5,36,40,2,2,3,75,0,0,0,375,375
1,4,2,48,36,2,1,1,75,210,4000,0,1800,2628
1,4,2,24,26,2,1,1,45,115,4000,0,500,1400
1,5,5,18,22,1,1,1,35,80,0,0,600,1132
1,2,5,60,25,1,1,1,35,110,0,0,860,959
1,4,2,24,44,2,1,3,75,86,5000,0,900,1100
1,0,2,60,56,2,1,4,60,117,3000,0,1200,1347
1,1,6,42,33,2,2,1,90,138,3500,606,1400,1700
1,7,2,60,42,2,1,1,45,88,4000,0,850,1033
1,11,5,12,29,2,1,1,60,54,0,0,600,1683
1,40,1,18,62,2,1,3,77,166,10000,0,900,2040
1,10,2,60,33,2,1,1,75,364,60000,0,1300,1804
1,3,2,48,32,2,1,3,75,65,10500,1500,1500,2155
1,24,2,60,54,2,1,3,45,109,17000,0,2000,3400
1,6,5,36,24,1,1,1,35,57,0,0,380,490
2,2,1,48,36,5,1,1,45,99,0,0,750,1350
1,3,5,48,27,2,1,1,45,227,0,0,1150,1575
1,11,2,60,29,1,1,1,35,57,1500,0,700,994
1,1,5,24,22,1,1,2,35,80,0,0,150,400
2,5,1,36,22,1,1,1,42,70,0,0,850,870
1,1,1,48,39,2,1,1,86,105,0,0,1300,1600
2,1,5,48,24,1,2,1,35,65,0,0,900,1061
1,20,2,48,39,2,1,3,75,45,10000,0,2000,3650
1,7,5,48,31,1,2,1,35,72,5500,0,1000,1051
1,3,5,36,31,2,2,1,60,80,0,0,1450,1700
1,25,2,48,47,2,1,3,60,157,15000,0,1990,2460
1,12,2,36,46,2,2,1,60,117,3000,0,825,1325
1,4,1,36,32,2,1,1,55,100,0,0,300,500
1,0,3,12,28,2,1,1,60,130,3000,2000,380,1308
1,15,2,12,49,2,1,3,75,0,17000,0,700,1420
1,20,2,12,60,2,1,3,60,0,40000,0,700,1420
2,0,6,60,31,2,2,1,90,0,0,0,1450,1604
1,12,2,54,35,2,1,1,75,113,3000,600,1650,1800
1,10,2,48,44,2,1,1,75,450,12000,0,1030,1128
1,0,5,48,21,1,1,1,35,50,0,0,1000,1091
2,2,2,48,20,1,1,3,35,450,31000,0,1500,1853
2,0,4,36,45,2,1,2,75,87,1500,0,300,480
1,1,2,60,34,2,2,1,45,180,2500,300,1300,1817
1,1,1,60,21,2,1,1,58,132,0,0,1275,1381
2,6,2,36,44,2,1,1,75,150,7000,600,650,650
1,1,1,36,34,2,1,3,94,189,15000,1500,1500,2435
1,15,1,48,40,2,2,1,88,125,0,0,1100,1498
1,11,5,36,29,1,1,1,35,64,0,0,600,1314
1,1,1,36,44,2,1,1,105,145,0,0,1000,2275
2,1,1,36,27,1,1,1,42,67,0,0,1000,1350
2,1,2,36,27,2,1,2,45,127,4500,3000,600,745
1,11,2,48,46,2,1,3,75,160,10000,0,1150,1156
1,2,2,60,43,2,2,1,45,63,3000,0,1100,1683
1,1,2,36,25,3,1,1,45,60,2000,0,525,800
1,11,1,60,28,1,1,1,42,67,0,0,900,1399
1,3,2,48,30,2,1,1,75,88,6000,400,1200,1796
2,1,1,48,29,2,1,2,77,170,0,0,1300,2262
1,15,1,60,39,2,1,3,60,145,5000,0,1300,1625
2,1,6,42,24,1,2,1,35,60,0,0,1200,1616
1,8,2,12,29,2,1,1,45,92,6000,2400,100,1492
1,10,3,60,55,2,1,1,60,195,4000,0,1900,2150
1,3,1,36,27,2,1,1,68,80,0,0,325,400
2,2,2,36,20,1,1,3,35,0,80000,30000,750,1350
1,0,6,42,24,1,1,1,35,42,0,0,800,1450
1,9,6,36,32,1,1,1,35,125,0,0,1000,1725
1,4,1,48,38,2,1,1,91,161,5000,0,800,1008
1,0,5,24,24,1,1,2,35,117,4000,0,1000,1489
1,7,2,18,33,2,1,3,60,164,4000,0,550,1679
1,1,5,60,30,1,1,1,35,75,0,0,1000,1156
1,25,6,18,43,2,1,1,75,85,700,0,400,1205
1,6,1,60,34,4,1,1,47,120,0,0,1100,1700
1,3,1,48,35,4,1,1,59,240,0,0,1300,1627
1,4,2,60,24,2,1,3,60,250,9000,3400,1250,1300
2,0,2,60,30,2,1,4,60,78,3500,0,1250,1365
1,5,2,18,28,2,1,1,60,102,2500,1300,450,1437
2,12,2,48,49,2,2,1,45,152,7500,0,1100,2120
1,4,3,24,44,2,1,1,75,96,4000,0,580,923
2,9,5,60,31,1,2,1,35,92,0,0,1000,1161
1,2,5,60,26,2,1,1,45,199,0,0,1500,1698
1,0,2,48,43,2,1,2,75,71,14000,0,1100,1660
1,13,2,60,38,1,1,1,45,80,4000,0,1060,1274
1,2,6,42,25,2,1,1,60,190,0,0,1100,1729
1,8,2,36,40,2,1,3,75,200,10000,0,700,800
1,14,3,12,49,2,1,1,90,140,3000,500,400,1432
2,11,1,48,40,2,1,1,59,140,0,0,1000,1930
2,20,2,36,57,2,1,1,90,114,5000,1500,1000,1193
1,1,5,48,28,1,1,1,35,140,0,0,1400,1728
1,14,5,60,28,2,1,1,45,140,0,0,1150,1301
1,13,2,48,54,2,2,1,45,90,2500,0,1000,1198
1,0,2,36,36,2,1,1,75,424,9500,700,1000,1690
1,1,1,60,26,2,1,2,61,155,0,0,1035,1709
2,0,2,60,36,2,2,3,75,99999999,6000,0,1650,1861
1,10,1,60,26,2,1,1,78,175,0,0,1000,1314
1,28,5,24,44,2,1,3,90,180,0,0,450,1472
1,8,2,36,30,2,1,1,60,50,5000,400,300,1890
1,1,2,36,24,2,1,1,45,113,3500,0,1200,1702
2,1,1,48,26,1,1,1,45,100,0,0,1400,1968
2,0,6,60,27,2,2,1,75,0,0,0,1600,1786
1,1,2,60,44,2,1,3,90,905,20000,15000,1200,1381
1,1,6,36,29,1,1,1,35,52,0,0,1000,1152
1,8,2,60,32,2,1,1,75,157,3500,1800,1300,1590
1,10,2,24,46,2,1,3,120,400,6000,2700,600,1080
1,4,1,48,39,2,1,1,91,157,0,0,1300,1501
2,0,5,60,30,2,1,3,60,0,0,0,1000,1110
2,10,2,60,27,2,1,1,45,120,5000,2000,1570,1914
1,9,1,60,37,2,1,1,91,162,0,0,1000,1537
2,0,2,48,26,2,1,3,45,0,16000,3648,400,1751
1,5,1,24,29,2,1,3,45,99999999,0,0,800,1197
1,8,2,36,60,2,1,3,45,78,11000,0,500,670
2,0,1,36,26,2,1,2,80,195,0,0,600,785
1,2,1,60,33,1,1,1,75,400,0,0,1450,1457
2,0,6,36,52,2,1,3,45,0,0,0,500,1050
1,6,1,24,28,2,1,1,62,166,0,0,500,1150
1,20,2,48,53,2,1,1,60,135,4000,0,1170,1297
1,10,2,60,36,2,1,1,75,204,5000,0,1400,1460
1,14,2,36,34,2,1,1,75,155,3000,1000,400,1908
1,1,2,36,30,2,1,1,45,120,3000,1100,1750,2245
1,3,5,60,25,1,1,1,35,130,6000,0,625,1083
1,2,2,18,43,2,1,3,90,356,5000,800,700,1073
1,25,6,60,50,2,1,1,90,230,0,0,800,860
1,36,2,48,58,2,1,1,45,100,5500,108,700,1291
1,11,2,60,44,2,2,1,60,130,3500,0,1400,1731
1,7,2,60,23,1,1,1,60,145,4500,0,1100,1150
1,0,1,18,34,2,2,2,98,81,0,0,300,450
1,1,2,60,29,2,1,1,60,136,7000,0,1000,1688
1,17,2,60,32,2,1,1,75,200,5000,2500,1550,1721
2,2,2,36,19,1,2,3,35,99999999,9000,0,500,1100
1,18,1,42,35,2,1,1,76,157,0,0,800,1687
1,0,5,48,24,1,1,2,45,76,0,0,1640,1649
1,2,2,60,25,2,1,3,45,200,6000,1500,1600,1866
1,1,5,12,24,1,1,1,35,128,0,0,300,1056
1,2,2,18,37,2,1,1,90,90,1500,0,400,1166
2,5,1,48,30,4,2,2,39,41,0,0,1300,1600
1,12,2,48,35,2,1,1,45,125,6000,0,350,1511
1,1,6,36,28,1,1,3,35,100,0,0,1950,2074
1,14,2,60,45,2,1,1,120,250,18000,0,450,911
2,3,5,36,19,1,2,1,35,47,0,0,500,700
1,2,5,24,30,2,1,2,45,57,0,0,500,974
2,6,2,12,36,2,2,1,90,78,6000,2700,300,500
2,2,1,36,29,2,1,1,85,100,0,0,2100,2300
1,13,2,60,28,2,1,1,60,102,3500,0,1175,1375
1,0,1,60,27,2,1,1,58,133,0,0,400,1136
1,3,6,48,22,1,1,3,60,104,5000,0,1300,1813
1,15,2,60,40,2,2,3,75,99999999,16000,0,1150,1850
1,1,5,48,26,1,1,3,35,500,0,0,1300,1561
2,8,1,60,40,4,1,1,70,100,0,0,1300,1510
2,1,2,60,52,1,1,1,35,150,6000,0,1580,1756
2,1,5,60,24,1,1,2,35,115,0,0,1400,1420
2,0,2,48,38,2,1,3,90,38,2800,0,1050,1238
2,1,1,36,25,2,1,2,67,67,0,0,775,850
2,3,1,60,38,2,2,2,72,123,0,0,1030,1170
1,18,2,60,36,2,1,1,45,85,3000,0,1500,1856
2,0,2,60,44,5,2,1,60,60,4000,3378,1400,1703
2,4,2,60,33,2,1,2,90,82,3500,1000,1300,1795
1,1,2,36,36,1,1,1,35,345,18000,0,2000,2961
1,0,5,36,26,2,1,2,60,142,0,0,1000,1426
1,10,2,24,63,2,1,3,60,107,17000,0,800,1472
1,2,2,60,40,2,1,1,90,161,8000,470,1200,1670
2,4,6,60,24,1,1,2,35,63,0,0,900,1777
1,4,2,24,22,1,1,1,35,79,4000,0,1000,1618
2,7,5,60,40,2,1,1,90,93,8000,0,1300,1588
1,11,2,36,26,2,1,1,45,137,6000,0,1000,1264
2,4,3,60,30,2,2,1,60,74,1500,0,870,875
1,15,2,48,31,2,1,1,60,131,3000,0,770,872
1,4,2,48,22,1,1,1,45,113,14000,0,1300,1410
2,1,2,60,61,2,1,4,45,30,6000,0,1000,1055
1,7,5,30,33,2,1,1,75,154,4000,125,850,2243
1,28,2,24,45,2,1,1,75,164,5000,0,600,1190
1,3,2,36,35,2,1,1,75,84,3000,144,475,800
2,1,2,60,24,2,1,1,45,199,6500,3000,1400,1702
1,3,5,48,26,1,1,1,35,120,0,0,1100,2080
1,6,6,60,63,2,1,1,45,234,0,0,610,1027
1,5,2,48,41,2,1,1,90,275,25000,1000,1800,2260
1,17,2,48,42,2,1,3,75,250,7000,1000,1600,2078
2,1,1,48,37,4,2,1,46,110,0,0,900,1312
2,5,2,60,44,2,1,3,45,65,4000,0,1400,1847
1,2,1,36,36,2,1,3,95,200,5000,0,800,1158
2,0,1,48,37,2,2,2,120,300,8000,2000,1500,2977
2,6,2,24,39,2,1,1,75,58,2000,0,175,300
2,20,2,60,54,2,1,3,75,0,10000,0,900,1056
1,2,2,48,32,2,1,1,75,139,2000,80,460,1589
1,22,2,48,45,2,1,1,45,208,11500,0,1000,1698
1,4,6,12,28,2,1,1,45,99,0,0,250,1000
2,1,1,60,25,2,1,3,45,0,0,0,1000,1310
1,15,3,60,30,2,1,1,60,140,4000,1680,400,1320
2,5,5,48,25,1,1,1,35,78,0,0,1000,1154
1,14,2,60,37,2,1,1,60,79,3500,0,700,1700
1,1,2,36,36,2,1,2,45,80,500,0,950,1566
1,12,2,60,37,2,1,3,60,85,6000,0,1200,1731
1,25,1,42,61,2,1,1,57,121,0,0,750,830
1,20,2,36,41,2,1,3,90,250,13500,0,1900,2200
1,1,2,48,33,2,1,1,45,104,6500,0,1150,1348
1,6,2,48,33,2,1,3,45,78,3500,0,1100,1526
1,2,5,48,34,1,1,1,45,157,4000,0,1450,1769
1,1,1,48,42,2,1,1,94,192,0,0,1350,1819
1,16,5,48,35,4,1,1,60,103,0,0,500,862
2,6,5,60,38,2,1,1,45,75,0,0,1175,1800
2,8,1,60,28,2,1,1,53,177,0,0,1900,2530
2,0,5,36,21,1,2,1,35,75,0,0,690,790
1,20,2,18,40,2,1,1,75,210,3500,0,800,1717
1,0,2,24,39,2,1,4,35,0,10000,0,600,950
1,5,2,60,43,2,1,1,75,105,5000,0,1000,1809
2,6,3,36,29,1,1,2,35,68,1500,0,500,525
1,2,5,24,19,1,1,2,35,50,50000,0,900,1472
1,18,1,60,52,2,1,1,58,128,0,0,800,1235
2,1,2,60,39,2,1,3,60,99999999,6000,3000,850,1104
1,0,2,12,49,3,1,3,60,0,21000,0,1800,2309
2,0,2,60,49,2,1,3,60,189,3500,0,1600,1815
1,4,1,54,27,2,1,1,74,139,0,0,900,1132
1,6,2,60,29,2,1,1,60,125,5000,0,1500,1531
1,11,5,60,37,2,1,1,75,100,0,0,1150,1230
2,1,5,48,25,1,1,2,35,50,0,0,1000,1041
1,0,2,30,55,2,1,3,60,155,6000,0,500,635
1,1,4,24,27,2,1,2,60,128,4000,0,400,1224
2,10,2,36,43,2,1,3,60,99999999,4500,0,1000,1905
1,40,2,48,60,2,1,3,75,183,5000,0,1200,1308
2,0,6,60,32,2,1,1,75,160,0,0,1300,1350
1,6,6,36,36,2,1,1,60,160,0,0,550,700
1,5,5,48,22,1,1,1,35,75,27000,0,1300,1495
2,0,6,60,34,2,2,1,60,0,0,0,1700,2329
1,10,3,36,44,2,1,3,75,77,8000,0,900,943
1,5,1,30,59,2,1,1,81,207,20000,0,700,1460
1,11,2,48,42,2,1,1,75,180,3500,1200,700,1703
1,17,2,24,53,2,1,1,75,132,4000,0,400,1195
2,0,2,60,33,2,1,2,45,128,4500,0,1250,1442
2,10,1,60,37,2,1,1,85,96,4000,850,1100,1340
2,9,6,60,35,2,1,1,60,70,0,0,1500,1562
1,19,1,60,41,2,1,1,88,125,0,0,1450,1564
2,5,2,60,50,2,1,2,60,81,5000,0,1540,1770
2,7,2,36,37,2,2,3,90,150,4500,3000,400,882
1,8,1,36,33,2,1,1,78,175,0,0,1000,1187
1,10,1,48,56,2,1,3,86,112,0,0,1000,1000
1,20,2,36,43,2,1,1,60,80,3000,0,600,675
1,0,2,36,62,2,1,4,45,73,5000,0,430,1132
2,6,5,60,38,2,1,3,105,0,0,0,480,1481
1,2,3,60,34,2,1,1,60,186,8000,4000,1250,1350
2,0,2,48,29,2,2,4,45,391,6500,420,2000,2397
